No,비고,교과목코드,교과목명,강좌번호,이수구분,학점,주야,강의시간,제한인원,신청인원,외국인신청인원,국내교류학생,개설상위,개설학과,관리학과,교수직급,교수명,대표교수,대표교수명,강의실,특수교과목,과목영역,사이버강좌구분,강의언어,타과제한여부,주야교차가능여부,분반,타교생제한여부,구분,이론,실습
1041,,115083,컴퓨터제도,11001,전공선택,3,주간,수(1 ~ 4),23,24,0,0,조형대학,도예학과,도예학과,강사(비전업),최정화,20812,최정화,다빈치관-401 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1042,,115083,컴퓨터제도,11002,전공선택,3,주간,화(6 ~ 9),22,23,1,0,조형대학,도예학과,도예학과,강사(비전업),차유종,20863,차유종,다빈치관-401 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1043,,115525,기초도예(1),11001,전공선택,3,주간,목(6 ~ 9),26,26,0,0,조형대학,도예학과,도예학과,조교수,박은정,02682,박은정,다빈치관-124 ,,,일반강좌,영어전용(Y),Y,N,1101,Y,이론+실습,2,2
1044,,115525,기초도예(1),11002,전공선택,3,주간,수(6 ~ 9),25,25,1,0,조형대학,도예학과,도예학과,조교수,유의정,02594,유의정,다빈치관-124 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1045,,115530,도자사(1),11001,전공필수,3,주간,금(2 ~ 4),42,47,1,0,조형대학,도예학과,도예학과,조교수,유의정,02594,유의정,다빈치관-412 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1046,,116146,컴퓨터프레젠테이션(1),11001,전공선택,3,주간,월(2 ~ 5),25,20,0,0,조형대학,금속공예디자인학과,금속공예디자인학과,강사(비전업),오영훈,20801,오영훈,다빈치관-401 ,,,일반강좌,한국어전용,N,N,1101,Y,이론+실습,2,2
1047,,116146,컴퓨터프레젠테이션(1),11002,전공선택,3,주간,월(6 ~ 9),25,24,0,0,조형대학,금속공예디자인학과,금속공예디자인학과,강사(전업),박기복,20266,박기복,다빈치관-401 ,,,일반강좌,한국어전용,N,N,1101,Y,이론+실습,2,2
1048,,116255,기초금속공예(1),11001,전공필수,3,주간,수(6 ~ 9),20,20,2,0,조형대학,금속공예디자인학과,금속공예디자인학과,"조교수, 강사(전업)","정호연, 장희방",02619,정호연,다빈치관-304 ,,,일반강좌,모듈강좌(M),N,N,1101,Y,이론+실습,2,2
1049,,116255,기초금속공예(1),11002,전공필수,3,주간,금(2 ~ 5),20,20,4,0,조형대학,금속공예디자인학과,금속공예디자인학과,"조교수, 강사(전업)","정호연, 장희방",02619,정호연,다빈치관-304 ,,,일반강좌,모듈강좌(M),N,N,1101,Y,이론+실습,2,2
1050,,116255,기초금속공예(1),11003,전공필수,3,주간,금(6 ~ 9),21,21,0,0,조형대학,금속공예디자인학과,금속공예디자인학과,"조교수, 강사(전업)","정호연, 장희방",02619,정호연,다빈치관-304 ,,,일반강좌,모듈강좌(M),N,N,1101,Y,이론+실습,2,2
1051,,116577,조형의 이해(1),11001,전공필수,3,주간,목(2 ~ 5),26,26,1,0,조형대학,금속공예디자인학과,금속공예디자인학과,강사(전업),김윤환,20892,김윤환,다빈치관-304 ,,,일반강좌,한국어전용,N,N,1101,Y,이론+실습,2,2
1052,,116577,조형의 이해(1),11002,전공필수,3,주간,목(6 ~ 9),28,28,1,0,조형대학,금속공예디자인학과,금속공예디자인학과,강사(전업),김윤환,20892,김윤환,다빈치관-304 ,,,일반강좌,한국어전용,N,N,1101,Y,이론+실습,2,2
1053,,116578,미술·공예의 이해(1),11001,전공선택,3,주간,수(2 ~ 5),29,28,1,0,조형대학,금속공예디자인학과,금속공예디자인학과,조교수,김주옥,02671,김주옥,다빈치관-424 ,,,일반강좌,영어전용(Y),N,N,1101,Y,이론+실습,2,2
1054,,118215,식품과학과산업,11001,전공선택,2,주간,금(6 ~ 7),50,23,0,0,에너지바이오대학,식품생명공학과,식품생명공학과,부교수,박성희,02553,박성희,청운관(북관)-B027 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
1055,,119005,미술의 이해(1),11001,전공선택,2,주간,화(6 ~ 7),33,33,0,0,조형대학,조형예술학과,조형예술학과,강사(전업),이은주,20235,이은주,국제관-508 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
1056,,119028,드로잉(1),11001,전공선택,2,주간,화(2 ~ 4),18,19,0,0,조형대학,조형예술학과,조형예술학과,강사(전업),곽이브,20668,곽이브,다빈치관-405 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,1,2
1057,,119028,드로잉(1),11002,전공선택,2,주간,금(6 ~ 8),19,19,0,0,조형대학,조형예술학과,조형예술학과,강사(전업),임선구,20818,임선구,다빈치관-405 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,1,2
1058,,119211,회화(1),11001,전공선택,3,주간,목(1 ~ 4),19,19,0,0,조형대학,조형예술학과,조형예술학과,강사(전업),이우성,20237,이우성,다빈치관-405 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1059,,119211,회화(1),11002,전공선택,3,주간,목(6 ~ 9),19,19,1,0,조형대학,조형예술학과,조형예술학과,강사(전업),박형지,20244,박형지,다빈치관-405 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1060,,119547,조각(1),11001,전공선택,3,주간,월(1 ~ 4),16,14,0,0,조형대학,조형예술학과,조형예술학과,강사(전업),김다겸,20943,김다겸,다빈치관-421 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1061,,119547,조각(1),11002,전공선택,3,주간,월(6 ~ 9),17,17,0,0,조형대학,조형예술학과,조형예술학과,강사(전업),김다겸,20943,김다겸,다빈치관-421 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1062,,119551,뉴미디어(1),11001,전공선택,2,주간,수(2 ~ 4),18,18,0,0,조형대학,조형예술학과,조형예술학과,강사(전업),박성민,20816,박성민,다빈치관-412 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,1,2
1063,AMS,123861,아시아 경영학개론,11001,전공선택,3,주간,수(7 ~ 9),0,22,22,0,기술경영융합대학,경영학과[경영학전공(학부)],경영학과[경영학전공(학부)],초빙조교수,이문영,08651,이문영,무궁관-701 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1064,,124205,영문법,11001,전공선택,3,주간,월(2 ~ 4),30,35,3,0,인문사회대학,영어영문학과,영어영문학과,교수,오영일,02442,오영일,상상관-712 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1065,,124817,영미산문강독,11001,전공선택,3,주간,"월(5 ~ 6), 수(2)",20,17,0,0,인문사회대학,영어영문학과,영어영문학과,조교수,조연이,02583,조연이,상상관-712 상상관-712 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1066,,129249,현대시읽기,11001,전공선택,3,주간,화(6 ~ 8),26,26,0,0,인문사회대학,문예창작학과,문예창작학과,교수,나희덕,02559,나희덕,상상관-619 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1067,,129251,현대소설읽기,11001,전공선택,3,주간,화(2 ~ 4),26,26,0,0,인문사회대학,문예창작학과,문예창작학과,강사(전업),인아영,20836,인아영,상상관-620 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1068,,129489,시나리오창작기초,11001,전공선택,3,주간,월(6 ~ 8),31,31,0,0,인문사회대학,문예창작학과,문예창작학과,조교수,최영희,02620,최영희,상상관-619 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1069,,130111,스포츠와철학,11001,전공선택,3,주간,목(7 ~ 9),35,41,3,0,에너지바이오대학,스포츠과학과,스포츠과학과,교수,박세혁,02245,박세혁,무궁관-207 ,,,일반강좌,모듈강좌(M),Y,N,1101,Y,이론,3,0
1070,,130122,농구(1),11001,전공선택,2,주간,수(6 ~ 8),30,30,2,0,에너지바이오대학,스포츠과학과,스포츠과학과,교수,김영호,02269,김영호,무궁관-202 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,1,2
1071,,130301,스포츠사회학,11001,전공필수,3,주간,월(2 ~ 4),35,46,1,0,에너지바이오대학,스포츠과학과,스포츠과학과,부교수,신규리,02572,신규리,무궁관-207 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1072,,130357,응급처치,11001,전공선택,3,주간,화(6 ~ 8),35,38,1,0,에너지바이오대학,스포츠과학과,스포츠과학과,강사(전업),오성민,20976,오성민,무궁관-303 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1073,,130522,인체해부학및기능학기초,11001,전공필수,3,주간,수(2 ~ 4),45,55,4,0,에너지바이오대학,스포츠과학과,스포츠과학과,강사(비전업),유진영,20992,유진영,무궁관-207 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1074,,131206,안경학개론(1),11001,전공선택,2,주간,월(6 ~ 7),50,42,0,0,에너지바이오대학,안경광학과,안경광학과,교수,김달영,02359,김달영,무궁관-206 ,,,일반강좌,한국어전용,N,N,1101,Y,이론,2,0
1075,,137001,디자인사,11001,전공선택,3,주간,수(6 ~ 8),25,26,3,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(비전업),김정혜,20219,김정혜,다빈치관-515-1 ,,,일반강좌,모듈강좌(M),Y,N,1101,Y,이론,3,0
1076,,137001,디자인사,11002,전공선택,3,주간,목(6 ~ 8),25,24,1,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(비전업),김정혜,20219,김정혜,다빈치관-515-1 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1077,,137004,컴퓨터2D표현,11001,전공선택,3,주간,화(1 ~ 4),25,24,1,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(전업),조현근,20218,조현근,다빈치관-402 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1078,,137004,컴퓨터2D표현,11002,전공선택,3,주간,화(6 ~ 9),25,26,2,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(전업),정회준,20217,정회준,다빈치관-516 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1079,,137008,제품CAD,11001,전공필수,3,주간,목(1 ~ 4),20,20,0,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(전업),이희송,21008,이희송,다빈치관-516 ,,,일반강좌,,Y,N,1101,Y,이론+실습,2,2
1080,,137008,제품CAD,11002,전공필수,3,주간,금(1 ~ 4),20,22,3,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(비전업),박인석,20884,박인석,다빈치관-516 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1081,,137008,제품CAD,11003,전공필수,3,주간,금(6 ~ 9),20,23,0,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(비전업),박인석,20884,박인석,다빈치관-516 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1082,,137055,기초디자인,11001,전공필수,3,주간,월(6 ~ 9),18,21,1,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],조교수,최웅,02555,최웅,다빈치관-524 ,,,일반강좌,영어전용(Y),Y,N,1101,Y,이론+실습,2,2
1083,,137055,기초디자인,11002,전공필수,3,주간,화(6 ~ 9),18,20,0,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],조교수,최웅,02555,최웅,다빈치관-524 ,,,일반강좌,영어전용(Y),Y,N,1101,Y,이론+실습,2,2
1084,,137055,기초디자인,11003,전공필수,3,주간,수(1 ~ 4),18,24,2,0,조형대학,디자인학과[산업디자인전공],디자인학과[산업디자인전공],강사(비전업),배은준,20734,배은준,다빈치관-526 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1085,,138006,사진과디자인,11001,전공선택,3,주간,수(1 ~ 4),24,24,4,0,조형대학,디자인학과[시각디자인전공],디자인학과[시각디자인전공],강사(비전업),한지연,20270,한지연,다빈치관-423 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1086,,138006,사진과디자인,11002,전공선택,3,주간,수(6 ~ 9),24,24,3,0,조형대학,디자인학과[시각디자인전공],디자인학과[시각디자인전공],강사(비전업),한지연,20270,한지연,다빈치관-423 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1087,,138052,디자인탐색,11001,전공필수,3,주간,금(6 ~ 8),24,75,15,0,조형대학,디자인학과[시각디자인전공],디자인학과[시각디자인전공],교수,오영재,02253,오영재,다빈치관-B001 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1088,,138053,2D그래픽스,11001,전공선택,3,주간,화(1 ~ 4),24,26,11,0,조형대학,디자인학과[시각디자인전공],디자인학과[시각디자인전공],부교수,이병학,02593,이병학,다빈치관-623 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1089,,138053,2D그래픽스,11002,전공선택,3,주간,화(6 ~ 9),24,28,2,0,조형대학,디자인학과[시각디자인전공],디자인학과[시각디자인전공],부교수,이병학,02593,이병학,다빈치관-402 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1090,,138054,추상표현,11001,전공선택,3,주간,목(1 ~ 4),24,13,3,0,조형대학,디자인학과[시각디자인전공],디자인학과[시각디자인전공],강사(전업),안중경,20779,안중경,다빈치관-605 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1091,,138054,추상표현,11002,전공선택,3,주간,목(6 ~ 9),24,22,3,0,조형대학,디자인학과[시각디자인전공],디자인학과[시각디자인전공],강사(전업),안중경,20779,안중경,다빈치관-605 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1092,,141001,기초소프트웨어응용,11001,전공선택,3,주간,목(6 ~ 9),38,38,0,0,공과대학,건설시스템공학과,건설시스템공학과,조교수,박인환,02563,박인환,아름관-401 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1093,,141001,기초소프트웨어응용,11002,전공선택,3,주간,화(6 ~ 9),42,42,0,0,공과대학,건설시스템공학과,건설시스템공학과,조교수,나원기,02590,나원기,혜성관-303 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1094,,141001,기초소프트웨어응용,11003,전공선택,3,주간,월(1 ~ 4),35,34,4,0,공과대학,건설시스템공학과,건설시스템공학과,조교수,김현준,02643,김현준,아름관-401 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1095,,143068,건축구조개론,11001,전공선택,3,주간,화(5 ~ 8),30,30,1,0,공과대학,건축학부[건축공학전공],건축학부[건축공학전공],교수,노영숙,02344,노영숙,아름관-402 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1096,,143068,건축구조개론,11002,전공선택,3,주간,수(6 ~ 9),30,30,3,0,공과대학,건축학부[건축공학전공],건축학부[건축공학전공],교수,노영숙,02344,노영숙,아름관-402 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1097,,143213,열공학개론,11001,전공선택,3,주간,목(6 ~ 8),100,66,1,0,공과대학,건축학부[건축공학전공],건축학부[건축공학전공],교수,김영일,02348,김영일,Techno Cube(테크노 큐브)-405 ,,,일반강좌,모듈강좌(M),N,N,1101,Y,이론,3,0
1098,,143218,건축의이해,11001,전공선택,3,주간,화(5 ~ 7),40,39,1,0,공과대학,건축학부[건축공학전공],건축학부[건축공학전공],교수,박종혁,02386,박종혁,상상관-703 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1099,,143515,건축재료개론,11001,전공선택,3,주간,목(2 ~ 4),35,35,1,0,공과대학,건축학부[건축공학전공],건축학부[건축공학전공],조교수,위승환,02691,위승환,아름관-319 ,,,일반강좌,영어전용(Y),Y,N,1101,Y,이론,3,0
1100,,144049,건축학개론,11001,전공선택,3,주간,수(7 ~ 9),75,71,9,0,공과대학,건축학부[건축학전공],건축학부[건축학전공],조교수,박성기,02612,박성기,Techno Cube(테크노 큐브)-405 ,,,일반강좌,모듈강좌(M),Y,N,1101,Y,이론,3,0
1101,,144053,건축표현과제도,11001,전공선택,3,주간,금(5 ~ 8),17,17,1,0,공과대학,건축학부[건축학전공],건축학부[건축학전공],조교수,박소연,02693,박소연,무궁관-427 ,,,일반강좌,모듈강좌(M),Y,N,1101,Y,이론+실습,2,2
1102,,144053,건축표현과제도,11002,전공선택,3,주간,금(5 ~ 8),16,16,0,0,공과대학,건축학부[건축학전공],건축학부[건축학전공],강사(비전업),이소민,20630,이소민,아름관-202 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1103,,144053,건축표현과제도,11003,전공선택,3,주간,금(5 ~ 8),17,17,2,0,공과대학,건축학부[건축학전공],건축학부[건축학전공],겸임교수,조정희,20880,조정희,아름관-204 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1104,,144053,건축표현과제도,11004,전공선택,3,주간,금(5 ~ 8),17,15,2,0,공과대학,건축학부[건축학전공],건축학부[건축학전공],강사(비전업),시희주,21050,시희주,아름관-203 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,2,2
1105,,146094,Business Information Systems,11001,전공선택,3,주간,목(6 ~ 8),35,30,0,0,기술경영융합대학,산업공학과[ITM전공(학부)],산업공학과[ITM전공(학부)],교수,김우제,02294,김우제,프론티어관-406 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1106,,147098,Introduction to Information Technology,11001,전공필수,3,주간,화(5 ~ 7),60,60,3,0,기술경영융합대학,경영학과[글로벌테크노경영전공(학부)],경영학과[글로벌테크노경영전공(학부)],교수,박윤주,02436,박윤주,무궁관-607 ,,"택1,2과목 그룹1",일반강좌,영어전용(Y),Y,N,1101,Y,이론,3,0
1107,,147099,Management and Entrepreneurship,11001,전공필수,3,주간,화(1 ~ 3),80,62,4,0,기술경영융합대학,경영학과[글로벌테크노경영전공(학부)],경영학과[글로벌테크노경영전공(학부)],강사(전업),손지윤,21032,손지윤,무궁관-911 ,,,일반강좌,영어전용(Y),Y,N,1101,Y,이론,3,0
1108,,147118,회계원리,11001,전공필수,3,주간,수(6 ~ 8),60,60,2,0,기술경영융합대학,경영학과[글로벌테크노경영전공(학부)],경영학과[글로벌테크노경영전공(학부)],강사(비전업),김창호,20972,김창호,무궁관-607 ,,"택1,2과목 그룹3",일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1109,,181096,창의입문설계,11001,전공선택,2,주간,"월(5), 수(1 ~ 2)",40,39,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,조교수,박정원,02694,박정원,하이테크관-234 하이테크관-234 ,,,일반강좌,한국어전용,Y,Y,1101,Y,이론+실습,1,2
1110,,181096,창의입문설계,11002,전공선택,2,주간,"화(8 ~ 9), 수(6)",40,40,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,조교수,박정원,02694,박정원,하이테크관-234 하이테크관-234 ,,,일반강좌,한국어전용,Y,Y,1101,Y,이론+실습,1,2
1111,,181096,창의입문설계,11003,전공선택,2,주간,"월(8), 화(3 ~ 4)",40,40,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,조교수,이주연,02626,이주연,하이테크관-231 하이테크관-236 ,,,일반강좌,한국어전용,Y,N,1105,Y,이론+실습,1,2
1112,,181096,창의입문설계,11004,전공선택,2,주간,"월(9), 화(8 ~ 9)",40,40,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,조교수,이주연,02626,이주연,하이테크관-231 하이테크관-236 ,,,일반강좌,한국어전용,Y,N,1105,Y,이론+실습,1,2
1113,,183538,전기전자공학기초,11001,전공선택,3,주간,"월(2 ~ 3), 수(4)",51,46,1,0,정보통신대학,전기정보공학과,전기정보공학과,교수,류정래,02357,류정래,미래관-205 미래관-205 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1114,,183538,전기전자공학기초,11002,전공선택,3,주간,"월(5 ~ 6), 수(2)",51,34,1,0,정보통신대학,전기정보공학과,전기정보공학과,교수,류정래,02357,류정래,미래관-205 미래관-205 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1115,,186045,전자공학개론,11001,전공선택,1,주간,금(7),50,50,0,0,정보통신대학,전자공학과,전자공학과,교수,박형철,02419,박형철,창학관-325 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,1,0
1116,,187001,정보통신공학개론,11001,전공선택,3,주간,"월(2 ~ 3), 수(9)",60,52,0,0,정보통신대학,스마트ICT융합공학과,스마트ICT융합공학과,조교수,김화정,02681,김화정,창학관-325 창학관-324 ,,,일반강좌,영어전용(Y),Y,N,1101,Y,이론,3,0
1117,,810059,이산수학,11001,전공선택,3,주간,화(1 ~ 3),35,35,0,0,창의융합대학,인공지능응용학과,인공지능응용학과,조교수,김병수,02653,김병수,상상관-108 ,,,일반강좌,한국어전용,Y,N,1102,Y,이론,3,0
1118,,810059,이산수학,11002,전공선택,3,주간,화(8 ~ 10),35,35,0,0,창의융합대학,인공지능응용학과,인공지능응용학과,조교수,김병수,02653,김병수,상상관-108 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1119,,820001,창의공학설계,11001,전공선택,3,주간,월(6 ~ 8),33,29,0,0,창의융합대학,지능형반도체공학과,지능형반도체공학과,조교수,김태현,02703,김태현,다빈치관-206 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1120,,830001,미래에너지개론,11001,전공필수,3,주간,목(6 ~ 8),45,40,0,0,창의융합대학,미래에너지융합학과,미래에너지융합학과,부교수,한동욱,02698,한동욱,다빈치관-206 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1121,,901001,Be:ST커뮤니티 1,11001,전공선택,1,주간,화(7),20,13,13,0,국제대학,글로벌한국어문화학부,글로벌한국어문화학부,초빙교수,이경,08690,이경,국제관-311 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,1,0
1122,,901002,한국의전통문화,11001,전공선택,3,주간,수(5 ~ 7),20,13,13,0,국제대학,글로벌한국어문화학부,글로벌한국어문화학부,초빙조교수,한승희,08689,한승희,국제관-311 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1123,,901003,한국어능력향상특강 1,11001,전공선택,3,주간,"화(4), 목(3 ~ 4)",20,13,13,0,국제대학,글로벌한국어문화학부,글로벌한국어문화학부,강사(전업),박영지,20997,박영지,국제관-308 국제관-308 ,,,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
1124,,100195,법의이해,21001,기초필수,3,주간,월(1 ~ 3),60,54,1,1,기술경영융합대학,경영학과[글로벌테크노경영전공(학부)],경영학과[글로벌테크노경영전공(학부)],부교수,천창민,02577,천창민,무궁관-607 ,,기초필수,일반강좌,한국어전용,N,N,2101,N,이론,3,0
1125,,100690,확률과통계,21001,기초필수,3,주간,"화(6 ~ 7), 목(7)",39,39,0,0,공과대학,건축학부[건축공학전공],자연과학부,강사(전업),이한청,20434,이한청,다빈치관-218 다빈치관-218 ,,기초필수,일반강좌,한국어전용,Y,Y,2101,Y,이론,3,0
1126,,100690,확률과통계,21002,기초필수,3,주간,"화(6 ~ 7), 목(7)",32,31,1,0,공과대학,건축학부[건축공학전공],자연과학부,강사(전업),경시현,20963,경시현,다빈치관-209 다빈치관-209 ,,기초필수,일반강좌,한국어전용,Y,Y,2101,Y,이론,3,0
1127,,101077,객체지향프로그래밍,21001,기초필수,3,주간,"화(6), 목(6 ~ 7)",57,56,0,0,정보통신대학,전기정보공학과,전기정보공학과,교수,안희준,02314,안희준,미래관-501 미래관-501 ,,기초필수,일반강좌,한국어전용,Y,N,2101,Y,이론,3,0
1128,,101077,객체지향프로그래밍,21002,기초필수,3,주간,수(1 ~ 3),42,40,0,0,정보통신대학,전기정보공학과,전기정보공학과,부교수,이의진,02539,이의진,미래관-404 ,,기초필수,일반강좌,영어전용(Y),Y,N,2101,Y,이론,3,0
1129,,101077,객체지향프로그래밍,21003,기초필수,3,주간,수(6 ~ 8),42,38,0,0,정보통신대학,전기정보공학과,전기정보공학과,부교수,이의진,02539,이의진,미래관-404 ,,기초필수,일반강좌,영어전용(Y),Y,N,2101,Y,이론,3,0
1130,,101077,객체지향프로그래밍,21004,기초필수,3,주간,월(2 ~ 4),52,43,0,0,정보통신대학,전기정보공학과,전기정보공학과,조교수,한창희,02613,한창희,미래관-116 ,,기초필수,일반강좌,영어전용(Y),Y,N,2101,Y,이론,3,0
1131,,101079,컴퓨터프로그래밍,21001,기초필수,3,주간,"월(7 ~ 8), 수(5 ~ 6)",35,31,2,0,정보통신대학,스마트ICT융합공학과,스마트ICT융합공학과,조교수,김화정,02681,김화정,창학관-323 창학관-323 ,,기초필수,일반강좌,영어전용(Y),Y,N,2101,Y,이론+실습,2,2
1132,,101079,컴퓨터프로그래밍,21002,기초필수,3,주간,"월(5 ~ 6), 수(7 ~ 8)",35,25,1,0,정보통신대학,스마트ICT융합공학과,스마트ICT융합공학과,조교수,김화정,02681,김화정,창학관-323 창학관-323 ,,기초필수,일반강좌,영어전용(Y),Y,N,2101,Y,이론+실습,2,2
1133,,104022,건설재료학및실험(1),21001,전공선택,3,주간,목(1 ~ 4),30,30,0,0,공과대학,건설시스템공학과,건설시스템공학과,교수,김성근,02339,김성근,아름관-120 ,,,일반강좌,한국어전용,Y,N,2101,Y,이론+실습,2,2
1134,,104022,건설재료학및실험(1),21002,전공선택,3,주간,화(1 ~ 4),30,30,0,0,공과대학,건설시스템공학과,건설시스템공학과,조교수,나원기,02590,나원기,아름관-319 ,,,일반강좌,한국어전용,Y,N,2101,Y,이론+실습,2,2
1135,,104024,공학수학(1),21001,전공선택,3,주간,수(5 ~ 7),38,38,1,0,공과대학,건설시스템공학과,건설시스템공학과,교수,김대곤,02259,김대곤,아름관-404 ,,,일반강좌,영어전용(Y),Y,N,2101,Y,이론,3,0
1136,,104024,공학수학(1),21002,전공선택,3,주간,화(6 ~ 8),32,31,0,0,공과대학,건설시스템공학과,건설시스템공학과,교수,문성호,02424,문성호,아름관-403 ,,,일반강좌,영어전용(Y),Y,N,2101,Y,이론,3,0
1137,,104024,공학수학(1),21003,전공선택,3,주간,월(6 ~ 8),35,35,0,0,공과대학,건설시스템공학과,건설시스템공학과,조교수,김현준,02643,김현준,아름관-318 ,,,일반강좌,영어전용(Y),N,N,2101,Y,이론,3,0
1138,,108021,유기화학(1),21001,전공선택,3,주간,"월(3), 수(1 ~ 2)",75,72,0,0,에너지바이오대학,화공생명공학과,화공생명공학과,교수,노인섭,02261,노인섭,청운관(북관)-B017 청운관(북관)-B017 ,,,일반강좌,한국어전용,Y,N,2101,Y,이론,3,0
1139,,108351,화공양론(1),21001,전공선택,3,주간,"화(2 ~ 3), 목(3)",42,42,0,0,에너지바이오대학,화공생명공학과,화공생명공학과,교수,신헌용,02286,신헌용,청운관(북관)-B026 청운관(남관)-227 ,,,일반강좌,한국어전용,Y,N,2101,Y,이론,3,0
1140,,108351,화공양론(1),21002,전공선택,3,주간,"화(6 ~ 7), 목(6)",42,34,0,0,에너지바이오대학,화공생명공학과,화공생명공학과,교수,신헌용,02286,신헌용,청운관(남관)-227 청운관(남관)-227 ,,,일반강좌,한국어전용,Y,N,2102,Y,이론,3,0
1141,,108470,공학생물,21001,기초필수,3,주간,"월(1 ~ 2), 금(9)",26,28,2,0,에너지바이오대학,화공생명공학과,화공생명공학과,교수,박진원,02420,박진원,청운관(북관)-B017 청운관(남관)-227 ,,,일반강좌,모듈강좌(M),Y,N,2101,Y,이론,3,0
